t,i,dest_port,size
1754,6,-1,-1
1754,7,-1,-1
1755,0,0,160
1755,1,0,160
1755,2,-1,-1
1755,3,-1,-1
1755,4,-1,-1
1755,5,-1,-1
1755,6,-1,-1
1755,7,-1,-1
1756,0,0,160
1756,1,0,160
1756,2,-1,-1
1756,3,-1,-1
1756,4,-1,-1
1756,5,-1,-1
1756,6,-1,-1
1756,7,-1,-1
1757,0,0,160
1757,1,0,160
1757,2,-1,-1
1757,3,-1,-1
1757,4,-1,-1
1757,5,-1,-1
1757,6,-1,-1
1757,7,-1,-1
1758,0,0,160
1758,1,0,160
1758,2,-1,-1
1758,3,-1,-1
1758,4,-1,-1
1758,5,-1,-1
1758,6,-1,-1
1758,7,-1,-1
1759,0,0,160
1759,1,0,160
1759,2,-1,-1
1759,3,-1,-1
1759,4,-1,-1
1759,5,-1,-1
1759,6,-1,-1
1759,7,-1,-1
1760,0,0,160
1760,1,0,160
1760,2,-1,-1
1760,3,-1,-1
1760,4,-1,-1
1760,5,-1,-1
1760,6,-1,-1
1760,7,-1,-1
1761,0,0,160
1761,1,0,160
1761,2,-1,-1
1761,3,-1,-1
1761,4,-1,-1
1761,5,-1,-1
1761,6,-1,-1
1761,7,-1,-1
1762,0,0,160
1762,1,0,160
1762,2,-1,-1
1762,3,-1,-1
1762,4,-1,-1
1762,5,-1,-1
1762,6,-1,-1
1762,7,-1,-1
1763,0,0,160
1763,1,0,160
1763,2,-1,-1
1763,3,-1,-1
1763,4,-1,-1
1763,5,-1,-1
1763,6,-1,-1
1763,7,-1,-1
1764,0,0,160
1764,1,0,160
1764,2,-1,-1
1764,3,-1,-1
1764,4,-1,-1
1764,5,-1,-1
1764,6,-1,-1
1764,7,-1,-1
1765,0,0,160
1765,1,0,160
1765,2,-1,-1
1765,3,-1,-1
1765,4,-1,-1
1765,5,-1,-1
1765,6,-1,-1
1765,7,-1,-1
1766,0,0,160
1766,1,0,160
1766,2,-1,-1
1766,3,-1,-1
1766,4,-1,-1
1766,5,-1,-1
1766,6,-1,-1
1766,7,-1,-1
1767,0,0,160
1767,1,0,160
1767,2,-1,-1
1767,3,-1,-1
1767,4,-1,-1
1767,5,-1,-1
1767,6,-1,-1
1767,7,-1,-1
1768,0,0,160
1768,1,0,160
1768,2,-1,-1
1768,3,-1,-1
1768,4,-1,-1
1768,5,-1,-1
1768,6,-1,-1
1768,7,-1,-1
1769,0,0,160
1769,1,0,160
1769,2,-1,-1
1769,3,-1,-1
1769,4,-1,-1
1769,5,-1,-1
1769,6,-1,-1
1769,7,-1,-1
1770,0,0,160
1770,1,0,160
1770,2,-1,-1
1770,3,-1,-1
1770,4,-1,-1
1770,5,-1,-1
1770,6,-1,-1
1770,7,-1,-1
1771,0,0,160
1771,1,0,160
1771,2,-1,-1
1771,3,-1,-1
1771,4,-1,-1
1771,5,-1,-1
1771,6,-1,-1
1771,7,-1,-1
1772,0,0,160
1772,1,0,160
1772,2,-1,-1
1772,3,-1,-1
1772,4,-1,-1
1772,5,-1,-1
1772,6,-1,-1
1772,7,-1,-1
1773,0,0,160
1773,1,0,160
1773,2,-1,-1
1773,3,-1,-1
1773,4,-1,-1
1773,5,-1,-1
1773,6,-1,-1
1773,7,-1,-1
1774,0,0,160
1774,1,0,160
1774,2,-1,-1
1774,3,-1,-1
1774,4,-1,-1
1774,5,-1,-1
1774,6,-1,-1
1774,7,-1,-1
1775,0,0,160
1775,1,0,160
1775,2,-1,-1
1775,3,-1,-1
1775,4,-1,-1
1775,5,-1,-1
1775,6,-1,-1
1775,7,-1,-1
1776,0,0,160
1776,1,0,160
1776,2,-1,-1
1776,3,-1,-1
1776,4,-1,-1
1776,5,-1,-1
1776,6,-1,-1
1776,7,-1,-1
1777,0,0,160
1777,1,0,160
1777,2,-1,-1
1777,3,-1,-1
1777,4,-1,-1
1777,5,-1,-1
1777,6,-1,-1
1777,7,-1,-1
1778,0,0,160
1778,1,0,160
1778,2,-1,-1
1778,3,-1,-1
1778,4,-1,-1
1778,5,-1,-1
1778,6,-1,-1
1778,7,-1,-1
1779,0,0,160
1779,1,0,160
1779,2,-1,-1
1779,3,-1,-1
1779,4,-1,-1
1779,5,-1,-1
1779,6,-1,-1
1779,7,-1,-1
1780,0,0,160
1780,1,0,160
1780,2,-1,-1
1780,3,-1,-1
1780,4,-1,-1
1780,5,-1,-1
1780,6,-1,-1
1780,7,-1,-1
1781,0,0,160
1781,1,0,160
1781,2,-1,-1
1781,3,-1,-1
1781,4,-1,-1
1781,5,-1,-1
1781,6,-1,-1
1781,7,-1,-1
1782,0,0,160
1782,1,0,160
1782,2,-1,-1
1782,3,-1,-1
1782,4,-1,-1
1782,5,-1,-1
1782,6,-1,-1
1782,7,-1,-1
1783,0,0,160
1783,1,0,160
1783,2,-1,-1
1783,3,-1,-1
1783,4,-1,-1
1783,5,-1,-1
1783,6,-1,-1
1783,7,-1,-1
1784,0,0,160
1784,1,0,160
1784,2,-1,-1
1784,3,-1,-1
1784,4,-1,-1
1784,5,-1,-1
1784,6,-1,-1
1784,7,-1,-1
1785,0,0,160
1785,1,0,160
1785,2,-1,-1
1785,3,-1,-1
1785,4,-1,-1
1785,5,-1,-1
1785,6,-1,-1
1785,7,-1,-1
1786,0,0,160
1786,1,0,160
1786,2,-1,-1
1786,3,-1,-1
1786,4,-1,-1
1786,5,-1,-1
1786,6,-1,-1
1786,7,-1,-1
1787,0,0,160
1787,1,0,160
1787,2,-1,-1
1787,3,-1,-1
1787,4,-1,-1
1787,5,-1,-1
1787,6,-1,-1
1787,7,-1,-1
1788,0,0,160
1788,1,0,160
1788,2,-1,-1
1788,3,-1,-1
1788,4,-1,-1
1788,5,-1,-1
1788,6,-1,-1
1788,7,-1,-1
1789,0,0,160
1789,1,0,160
1789,2,-1,-1
1789,3,-1,-1
1789,4,-1,-1
1789,5,-1,-1
1789,6,-1,-1
1789,7,-1,-1
1790,0,0,160
1790,1,0,160
1790,2,-1,-1
1790,3,-1,-1
1790,4,-1,-1
1790,5,-1,-1
1790,6,-1,-1
1790,7,-1,-1
1791,0,0,160
1791,1,0,160
1791,2,-1,-1
1791,3,-1,-1
1791,4,-1,-1
1791,5,-1,-1
1791,6,-1,-1
1791,7,-1,-1
1792,0,0,160
1792,1,0,160
1792,2,-1,-1
1792,3,-1,-1
1792,4,-1,-1
1792,5,-1,-1
1792,6,-1,-1
1792,7,-1,-1
1793,0,0,160
1793,1,0,160
1793,2,-1,-1
1793,3,-1,-1
1793,4,-1,-1
1793,5,-1,-1
1793,6,-1,-1
1793,7,-1,-1
1794,0,0,160
1794,1,0,160
1794,2,-1,-1
1794,3,-1,-1
1794,4,-1,-1
1794,5,-1,-1
1794,6,-1,-1
1794,7,-1,-1
1795,0,0,160
1795,1,0,160
1795,2,-1,-1
1795,3,-1,-1
1795,4,-1,-1
1795,5,-1,-1
1795,6,-1,-1
1795,7,-1,-1
1796,0,0,160
1796,1,0,160
1796,2,-1,-1
1796,3,-1,-1
1796,4,-1,-1
1796,5,-1,-1
1796,6,-1,-1
1796,7,-1,-1
1797,0,0,160
1797,1,0,160
1797,2,-1,-1
1797,3,-1,-1
1797,4,-1,-1
1797,5,-1,-1
1797,6,-1,-1
1797,7,-1,-1
1798,0,0,160
1798,1,0,160
1798,2,-1,-1
1798,3,-1,-1
1798,4,-1,-1
1798,5,-1,-1
1798,6,-1,-1
1798,7,-1,-1
1799,0,0,160
1799,1,0,160
1799,2,-1,-1
1799,3,-1,-1
1799,4,-1,-1
1799,5,-1,-1
1799,6,-1,-1
1799,7,-1,-1
1800,0,0,160
1800,1,0,160
1800,2,-1,-1
1800,3,-1,-1
1800,4,-1,-1
1800,5,-1,-1
1800,6,-1,-1
1800,7,-1,-1
1801,0,0,160
1801,1,0,160
1801,2,-1,-1
1801,3,-1,-1
1801,4,-1,-1
1801,5,-1,-1
1801,6,-1,-1
1801,7,-1,-1
1802,0,0,160
1802,1,0,160
1802,2,-1,-1
1802,3,-1,-1
1802,4,-1,-1
1802,5,-1,-1
1802,6,-1,-1
1802,7,-1,-1
1803,0,0,160
1803,1,0,160
1803,2,-1,-1
1803,3,-1,-1
1803,4,-1,-1
1803,5,-1,-1
1803,6,-1,-1
1803,7,-1,-1
1804,0,0,160
1804,1,0,160
1804,2,-1,-1
1804,3,-1,-1
1804,4,-1,-1
1804,5,-1,-1
1804,6,-1,-1
1804,7,-1,-1
1805,0,0,160
1805,1,0,160
1805,2,-1,-1
1805,3,-1,-1
1805,4,-1,-1
1805,5,-1,-1
1805,6,-1,-1
1805,7,-1,-1
1806,0,0,160
1806,1,0,160
1806,2,-1,-1
1806,3,-1,-1
1806,4,-1,-1
1806,5,-1,-1
1806,6,-1,-1
1806,7,-1,-1
1807,0,0,160
1807,1,0,160
1807,2,-1,-1
1807,3,-1,-1
1807,4,-1,-1
1807,5,-1,-1
1807,6,-1,-1
1807,7,-1,-1
1808,0,0,160
1808,1,0,160
1808,2,-1,-1
1808,3,-1,-1
1808,4,-1,-1
1808,5,-1,-1
1808,6,-1,-1
1808,7,-1,-1
1809,0,0,160
1809,1,0,160
1809,2,-1,-1
1809,3,-1,-1
1809,4,-1,-1
1809,5,-1,-1
1809,6,-1,-1
1809,7,-1,-1
1810,0,0,160
1810,1,0,160
1810,2,-1,-1
1810,3,-1,-1
1810,4,-1,-1
1810,5,-1,-1
1810,6,-1,-1
1810,7,-1,-1
1811,0,0,160
1811,1,0,160
1811,2,-1,-1
1811,3,-1,-1
1811,4,-1,-1
1811,5,-1,-1
1811,6,-1,-1
1811,7,-1,-1
1812,0,0,160
1812,1,0,160
1812,2,-1,-1
1812,3,-1,-1
1812,4,-1,-1
1812,5,-1,-1
1812,6,-1,-1
1812,7,-1,-1
1813,0,0,160
1813,1,0,160
1813,2,-1,-1
1813,3,-1,-1
1813,4,-1,-1
1813,5,-1,-1
1813,6,-1,-1
1813,7,-1,-1
1814,0,0,160
1814,1,0,160
1814,2,-1,-1
1814,3,-1,-1
1814,4,-1,-1
1814,5,-1,-1
1814,6,-1,-1
1814,7,-1,-1
1815,0,0,160
1815,1,0,160
1815,2,-1,-1
1815,3,-1,-1
1815,4,-1,-1
1815,5,-1,-1
1815,6,-1,-1
1815,7,-1,-1
1816,0,0,160
1816,1,0,160
1816,2,-1,-1
1816,3,-1,-1
1816,4,-1,-1
1816,5,-1,-1
1816,6,-1,-1
1816,7,-1,-1
1817,0,0,160
1817,1,0,160
1817,2,-1,-1
1817,3,-1,-1
1817,4,-1,-1
1817,5,-1,-1
1817,6,-1,-1
1817,7,-1,-1
1818,0,0,160
1818,1,0,160
1818,2,-1,-1
1818,3,-1,-1
1818,4,-1,-1
1818,5,-1,-1
1818,6,-1,-1
1818,7,-1,-1
1819,0,0,160
1819,1,0,160
1819,2,-1,-1
1819,3,-1,-1
1819,4,-1,-1
1819,5,-1,-1
1819,6,-1,-1
1819,7,-1,-1
1820,0,0,160
1820,1,0,160
1820,2,-1,-1
1820,3,-1,-1
1820,4,-1,-1
1820,5,-1,-1
1820,6,-1,-1
1820,7,-1,-1
1821,0,0,160
1821,1,0,160
1821,2,-1,-1
1821,3,-1,-1
1821,4,-1,-1
1821,5,-1,-1
1821,6,-1,-1
1821,7,-1,-1
1822,0,0,160
1822,1,0,160
1822,2,-1,-1
1822,3,-1,-1
1822,4,-1,-1
1822,5,-1,-1
1822,6,-1,-1
1822,7,-1,-1
1823,0,0,160
1823,1,0,160
1823,2,-1,-1
1823,3,-1,-1
1823,4,-1,-1
1823,5,-1,-1
1823,6,-1,-1
1823,7,-1,-1
1824,0,0,160
1824,1,0,160
1824,2,-1,-1
1824,3,-1,-1
1824,4,-1,-1
1824,5,-1,-1
1824,6,-1,-1
1824,7,-1,-1
1825,0,0,160
1825,1,0,160
1825,2,-1,-1
1825,3,-1,-1
1825,4,-1,-1
1825,5,-1,-1
1825,6,-1,-1
1825,7,-1,-1
1826,0,0,160
1826,1,0,160
1826,2,-1,-1
1826,3,-1,-1
1826,4,-1,-1
1826,5,-1,-1
1826,6,-1,-1
1826,7,-1,-1
1827,0,0,160
1827,1,0,160
1827,2,-1,-1
1827,3,-1,-1
1827,4,-1,-1
1827,5,-1,-1
1827,6,-1,-1
1827,7,-1,-1
1828,0,0,160
1828,1,0,160
1828,2,-1,-1
1828,3,-1,-1
1828,4,-1,-1
1828,5,-1,-1
1828,6,-1,-1
1828,7,-1,-1
1829,0,0,160
1829,1,0,160
1829,2,-1,-1
1829,3,-1,-1
1829,4,-1,-1
1829,5,-1,-1
1829,6,-1,-1
1829,7,-1,-1
1830,0,0,160
1830,1,0,160
1830,2,-1,-1
1830,3,-1,-1
1830,4,-1,-1
1830,5,-1,-1
1830,6,-1,-1
1830,7,-1,-1
1831,0,0,160
1831,1,0,160
1831,2,-1,-1
1831,3,-1,-1
1831,4,-1,-1
1831,5,-1,-1
1831,6,-1,-1
1831,7,-1,-1
1832,0,0,160
1832,1,0,160
1832,2,-1,-1
1832,3,-1,-1
1832,4,-1,-1
1832,5,-1,-1
1832,6,-1,-1
1832,7,-1,-1
1833,0,0,160
1833,1,0,160
1833,2,-1,-1
1833,3,-1,-1
1833,4,-1,-1
1833,5,-1,-1
1833,6,-1,-1
1833,7,-1,-1
1834,0,0,160
1834,1,0,160
1834,2,-1,-1
1834,3,-1,-1
1834,4,-1,-1
1834,5,-1,-1
1834,6,-1,-1
1834,7,-1,-1
1835,0,0,160
1835,1,0,160
1835,2,-1,-1
1835,3,-1,-1
1835,4,-1,-1
1835,5,-1,-1
1835,6,-1,-1
1835,7,-1,-1
1836,0,0,160
1836,1,0,160
1836,2,-1,-1
1836,3,-1,-1
1836,4,-1,-1
1836,5,-1,-1
1836,6,-1,-1
1836,7,-1,-1
1837,0,0,160
1837,1,0,160
1837,2,-1,-1
1837,3,-1,-1
1837,4,-1,-1
1837,5,-1,-1
1837,6,-1,-1
1837,7,-1,-1
1838,0,0,160
1838,1,0,160
1838,2,-1,-1
1838,3,-1,-1
1838,4,-1,-1
1838,5,-1,-1
1838,6,-1,-1
1838,7,-1,-1
1839,0,0,160
1839,1,0,160
1839,2,-1,-1
1839,3,-1,-1
1839,4,-1,-1
1839,5,-1,-1
1839,6,-1,-1
1839,7,-1,-1
1840,0,0,160
1840,1,0,160
1840,2,-1,-1
1840,3,-1,-1
1840,4,-1,-1
1840,5,-1,-1
1840,6,-1,-1
1840,7,-1,-1
1841,0,0,160
1841,1,0,160
1841,2,-1,-1
1841,3,-1,-1
1841,4,-1,-1
1841,5,-1,-1
1841,6,-1,-1
1841,7,-1,-1
1842,0,0,160
1842,1,0,160
1842,2,-1,-1
1842,3,-1,-1
1842,4,-1,-1
1842,5,-1,-1
1842,6,-1,-1
1842,7,-1,-1
1843,0,0,160
1843,1,0,160
1843,2,-1,-1
1843,3,-1,-1
1843,4,-1,-1
1843,5,-1,-1
1843,6,-1,-1
1843,7,-1,-1
1844,0,0,160
1844,1,0,160
1844,2,-1,-1
1844,3,-1,-1
1844,4,-1,-1
1844,5,-1,-1
1844,6,-1,-1
1844,7,-1,-1
1845,0,0,160
1845,1,0,160
1845,2,-1,-1
1845,3,-1,-1
1845,4,-1,-1
1845,5,-1,-1
1845,6,-1,-1
1845,7,-1,-1
1846,0,0,160
1846,1,0,160
1846,2,-1,-1
1846,3,-1,-1
1846,4,-1,-1
1846,5,-1,-1
1846,6,-1,-1
1846,7,-1,-1
1847,0,0,160
1847,1,0,160
1847,2,-1,-1
1847,3,-1,-1
1847,4,-1,-1
1847,5,-1,-1
1847,6,-1,-1
1847,7,-1,-1
1848,0,0,160
1848,1,0,160
1848,2,-1,-1
1848,3,-1,-1
1848,4,-1,-1
1848,5,-1,-1
1848,6,-1,-1
1848,7,-1,-1
1849,0,0,160
1849,1,0,160
1849,2,-1,-1
1849,3,-1,-1
1849,4,-1,-1
1849,5,-1,-1
1849,6,-1,-1
1849,7,-1,-1
1850,0,0,160
1850,1,0,160
1850,2,-1,-1
1850,3,-1,-1
1850,4,-1,-1
1850,5,-1,-1
1850,6,-1,-1
1850,7,-1,-1
1851,0,0,160
1851,1,0,160
1851,2,-1,-1
1851,3,-1,-1
1851,4,-1,-1
1851,5,-1,-1
1851,6,-1,-1
1851,7,-1,-1
1852,0,0,160
1852,1,0,160
1852,2,-1,-1
1852,3,-1,-1
1852,4,-1,-1
1852,5,-1,-1
1852,6,-1,-1
1852,7,-1,-1
1853,0,0,160
1853,1,0,160
1853,2,-1,-1
1853,3,-1,-1
1853,4,-1,-1
1853,5,-1,-1
1853,6,-1,-1
1853,7,-1,-1
1854,0,0,160
1854,1,0,160
1854,2,-1,-1
1854,3,-1,-1
1854,4,-1,-1
1854,5,-1,-1
1854,6,-1,-1
1854,7,-1,-1
1855,0,0,160
1855,1,0,160
1855,2,-1,-1
1855,3,-1,-1
1855,4,-1,-1
1855,5,-1,-1
1855,6,-1,-1
1855,7,-1,-1
1856,0,0,160
1856,1,0,160
1856,2,-1,-1
1856,3,-1,-1
1856,4,-1,-1
1856,5,-1,-1
1856,6,-1,-1
1856,7,-1,-1
1857,0,0,160
1857,1,0,160
1857,2,-1,-1
1857,3,-1,-1
1857,4,-1,-1
1857,5,-1,-1
1857,6,-1,-1
1857,7,-1,-1
1858,0,0,160
1858,1,0,160
1858,2,-1,-1
1858,3,-1,-1
1858,4,-1,-1
1858,5,-1,-1
1858,6,-1,-1
1858,7,-1,-1
1859,0,0,160
1859,1,0,160
1859,2,-1,-1
1859,3,-1,-1
1859,4,-1,-1
1859,5,-1,-1
1859,6,-1,-1
1859,7,-1,-1
1860,0,0,160
1860,1,0,160
1860,2,-1,-1
1860,3,-1,-1
1860,4,-1,-1
1860,5,-1,-1
1860,6,-1,-1
1860,7,-1,-1
1861,0,0,160
1861,1,0,160
1861,2,-1,-1
1861,3,-1,-1
1861,4,-1,-1
1861,5,-1,-1
1861,6,-1,-1
1861,7,-1,-1
1862,0,0,160
1862,1,0,160
1862,2,-1,-1
1862,3,-1,-1
1862,4,-1,-1
1862,5,-1,-1
1862,6,-1,-1
1862,7,-1,-1
1863,0,0,160
1863,1,0,160
1863,2,-1,-1
1863,3,-1,-1
1863,4,-1,-1
1863,5,-1,-1
1863,6,-1,-1
1863,7,-1,-1
1864,0,0,160
1864,1,0,160
1864,2,-1,-1
1864,3,-1,-1
1864,4,-1,-1
1864,5,-1,-1
1864,6,-1,-1
1864,7,-1,-1
1865,0,0,160
1865,1,0,160
1865,2,-1,-1
1865,3,-1,-1
1865,4,-1,-1
1865,5,-1,-1
1865,6,-1,-1
1865,7,-1,-1
1866,0,0,160
1866,1,0,160
1866,2,-1,-1
1866,3,-1,-1
1866,4,-1,-1
1866,5,-1,-1
1866,6,-1,-1
1866,7,-1,-1
1867,0,0,160
1867,1,0,160
1867,2,-1,-1
1867,3,-1,-1
1867,4,-1,-1
1867,5,-1,-1
1867,6,-1,-1
1867,7,-1,-1
1868,0,0,160
1868,1,0,160
1868,2,-1,-1
1868,3,-1,-1
1868,4,-1,-1
1868,5,-1,-1
1868,6,-1,-1
1868,7,-1,-1
1869,0,0,160
1869,1,0,160
1869,2,-1,-1
1869,3,-1,-1
1869,4,-1,-1
1869,5,-1,-1
1869,6,-1,-1
1869,7,-1,-1
1870,0,0,160
1870,1,0,160
1870,2,-1,-1
1870,3,-1,-1
1870,4,-1,-1
1870,5,-1,-1
1870,6,-1,-1
1870,7,-1,-1
1871,0,0,160
1871,1,0,160
1871,2,-1,-1
1871,3,-1,-1
1871,4,-1,-1
1871,5,-1,-1
1871,6,-1,-1
1871,7,-1,-1
1872,0,0,160
1872,1,0,160
1872,2,-1,-1
1872,3,-1,-1
1872,4,-1,-1
1872,5,-1,-1
1872,6,-1,-1
1872,7,-1,-1
1873,0,0,160
1873,1,0,160
1873,2,-1,-1
1873,3,-1,-1
1873,4,-1,-1
1873,5,-1,-1
1873,6,-1,-1
1873,7,-1,-1
1874,0,0,160
1874,1,0,160
1874,2,-1,-1
1874,3,-1,-1
1874,4,-1,-1
1874,5,-1,-1
1874,6,-1,-1
1874,7,-1,-1
1875,0,0,160
1875,1,0,160
1875,2,-1,-1
1875,3,-1,-1
1875,4,-1,-1
1875,5,-1,-1
1875,6,-1,-1
1875,7,-1,-1
1876,0,0,160
1876,1,0,160
1876,2,-1,-1
1876,3,-1,-1
1876,4,-1,-1
1876,5,-1,-1
1876,6,-1,-1
1876,7,-1,-1
1877,0,0,160
1877,1,0,160
1877,2,-1,-1
1877,3,-1,-1
1877,4,-1,-1
1877,5,-1,-1
1877,6,-1,-1
1877,7,-1,-1
1878,0,0,160
1878,1,0,160
1878,2,-1,-1
1878,3,-1,-1
1878,4,-1,-1
1878,5,-1,-1
1878,6,-1,-1
1878,7,-1,-1
1879,0,0,160
1879,1,0,160
1879,2,-1,-1
1879,3,-1,-1
1879,4,-1,-1
1879,5,-1,-1
1879,6,-1,-1
1879,7,-1,-1
1880,0,0,160
1880,1,0,160
1880,2,-1,-1
1880,3,-1,-1
1880,4,-1,-1
1880,5,-1,-1
1880,6,-1,-1
1880,7,-1,-1
1881,0,0,160
1881,1,0,160
1881,2,-1,-1
1881,3,-1,-1
1881,4,-1,-1
1881,5,-1,-1
1881,6,-1,-1
1881,7,-1,-1
1882,0,0,160
1882,1,0,160
1882,2,-1,-1
1882,3,-1,-1
1882,4,-1,-1
1882,5,-1,-1
1882,6,-1,-1
1882,7,-1,-1
1883,0,0,160
1883,1,0,160
1883,2,-1,-1
1883,3,-1,-1
1883,4,-1,-1
1883,5,-1,-1
1883,6,-1,-1
1883,7,-1,-1
1884,0,0,160
1884,1,0,160
1884,2,-1,-1
1884,3,-1,-1
1884,4,-1,-1
1884,5,-1,-1
1884,6,-1,-1
1884,7,-1,-1
1885,0,0,160
1885,1,0,160
1885,2,-1,-1
1885,3,-1,-1
1885,4,-1,-1
1885,5,-1,-1
1885,6,-1,-1
1885,7,-1,-1
1886,0,0,160
1886,1,0,160
1886,2,-1,-1
1886,3,-1,-1
1886,4,-1,-1
1886,5,-1,-1
1886,6,-1,-1
1886,7,-1,-1
1887,0,0,160
1887,1,0,160
1887,2,-1,-1
1887,3,-1,-1
1887,4,-1,-1
1887,5,-1,-1
1887,6,-1,-1
1887,7,-1,-1
1888,0,0,160
1888,1,0,160
1888,2,-1,-1
1888,3,-1,-1
1888,4,-1,-1
1888,5,-1,-1
1888,6,-1,-1
1888,7,-1,-1
1889,0,0,160
1889,1,0,160
1889,2,-1,-1
1889,3,-1,-1
1889,4,-1,-1
1889,5,-1,-1
1889,6,-1,-1
1889,7,-1,-1
1890,0,0,160
1890,1,0,160
1890,2,-1,-1
1890,3,-1,-1
1890,4,-1,-1
1890,5,-1,-1
1890,6,-1,-1
1890,7,-1,-1
1891,0,0,160
1891,1,0,160
1891,2,-1,-1
1891,3,-1,-1
1891,4,-1,-1
1891,5,-1,-1
1891,6,-1,-1
1891,7,-1,-1
1892,0,0,160
1892,1,0,160
1892,2,-1,-1
1892,3,-1,-1
1892,4,-1,-1
1892,5,-1,-1
1892,6,-1,-1
1892,7,-1,-1
1893,0,0,160
1893,1,0,160
1893,2,-1,-1
1893,3,-1,-1
1893,4,-1,-1
1893,5,-1,-1
1893,6,-1,-1
1893,7,-1,-1
1894,0,0,160
1894,1,0,160
1894,2,-1,-1
1894,3,-1,-1
1894,4,-1,-1
1894,5,-1,-1
1894,6,-1,-1
1894,7,-1,-1
1895,0,0,160
1895,1,0,160
1895,2,-1,-1
1895,3,-1,-1
1895,4,-1,-1
1895,5,-1,-1
1895,6,-1,-1
1895,7,-1,-1
1896,0,0,160
1896,1,0,160
1896,2,-1,-1
1896,3,-1,-1
1896,4,-1,-1
1896,5,-1,-1
1896,6,-1,-1
1896,7,-1,-1
1897,0,0,160
1897,1,0,160
1897,2,-1,-1
1897,3,-1,-1
1897,4,-1,-1
1897,5,-1,-1
1897,6,-1,-1
1897,7,-1,-1
1898,0,0,160
1898,1,0,160
1898,2,-1,-1
1898,3,-1,-1
1898,4,-1,-1
1898,5,-1,-1
1898,6,-1,-1
1898,7,-1,-1
1899,0,0,160
1899,1,0,160
1899,2,-1,-1
1899,3,-1,-1
1899,4,-1,-1
1899,5,-1,-1
1899,6,-1,-1
1899,7,-1,-1
1900,0,0,160
1900,1,0,160
1900,2,-1,-1
1900,3,-1,-1
1900,4,-1,-1
1900,5,-1,-1
1900,6,-1,-1
1900,7,-1,-1
1901,0,0,160
1901,1,0,160
1901,2,-1,-1
1901,3,-1,-1
1901,4,-1,-1
1901,5,-1,-1
1901,6,-1,-1
1901,7,-1,-1
1902,0,0,160
1902,1,0,160
1902,2,-1,-1
1902,3,-1,-1
1902,4,-1,-1
1902,5,-1,-1
1902,6,-1,-1
1902,7,-1,-1
1903,0,0,160
1903,1,0,160
1903,2,-1,-1
1903,3,-1,-1
1903,4,-1,-1
1903,5,-1,-1
1903,6,-1,-1
1903,7,-1,-1
1904,0,0,160
1904,1,0,160
1904,2,-1,-1
1904,3,-1,-1
1904,4,-1,-1
1904,5,-1,-1
1904,6,-1,-1
1904,7,-1,-1
1905,0,0,160
1905,1,0,160
1905,2,-1,-1
1905,3,-1,-1
1905,4,-1,-1
1905,5,-1,-1
1905,6,-1,-1
1905,7,-1,-1
1906,0,0,160
1906,1,0,160
1906,2,-1,-1
1906,3,-1,-1
1906,4,-1,-1
1906,5,-1,-1
1906,6,-1,-1
1906,7,-1,-1
1907,0,0,160
1907,1,0,160
1907,2,-1,-1
1907,3,-1,-1
1907,4,-1,-1
1907,5,-1,-1
1907,6,-1,-1
1907,7,-1,-1
1908,0,0,160
1908,1,0,160
1908,2,-1,-1
1908,3,-1,-1
1908,4,-1,-1
1908,5,-1,-1
1908,6,-1,-1
1908,7,-1,-1
1909,0,0,160
1909,1,0,160
1909,2,-1,-1
1909,3,-1,-1
1909,4,-1,-1
1909,5,-1,-1
1909,6,-1,-1
1909,7,-1,-1
1910,0,0,160
1910,1,0,160
1910,2,-1,-1
1910,3,-1,-1
1910,4,-1,-1
1910,5,-1,-1
1910,6,-1,-1
1910,7,-1,-1
1911,0,0,160
1911,1,0,160
1911,2,-1,-1
1911,3,-1,-1
1911,4,-1,-1
1911,5,-1,-1
1911,6,-1,-1
1911,7,-1,-1
1912,0,0,160
1912,1,0,160
1912,2,-1,-1
1912,3,-1,-1
1912,4,-1,-1
1912,5,-1,-1
1912,6,-1,-1
1912,7,-1,-1
1913,0,0,160
1913,1,0,160
1913,2,-1,-1
1913,3,-1,-1
1913,4,-1,-1
1913,5,-1,-1
1913,6,-1,-1
1913,7,-1,-1
1914,0,0,160
1914,1,0,160
1914,2,-1,-1
1914,3,-1,-1
1914,4,-1,-1
1914,5,-1,-1
1914,6,-1,-1
1914,7,-1,-1
1915,0,0,160
1915,1,0,160
1915,2,-1,-1
1915,3,-1,-1
1915,4,-1,-1
1915,5,-1,-1
1915,6,-1,-1
1915,7,-1,-1
1916,0,0,160
1916,1,0,160
1916,2,-1,-1
1916,3,-1,-1
1916,4,-1,-1
1916,5,-1,-1
1916,6,-1,-1
1916,7,-1,-1
1917,0,0,160
1917,1,0,160
1917,2,-1,-1
1917,3,-1,-1
1917,4,-1,-1
1917,5,-1,-1
1917,6,-1,-1
1917,7,-1,-1
1918,0,0,160
1918,1,0,160
1918,2,-1,-1
1918,3,-1,-1
1918,4,-1,-1
1918,5,-1,-1
1918,6,-1,-1
1918,7,-1,-1
1919,0,0,160
1919,1,0,160
1919,2,-1,-1
1919,3,-1,-1
1919,4,-1,-1
1919,5,-1,-1
1919,6,-1,-1
1919,7,-1,-1
1920,0,0,160
1920,1,0,160
1920,2,-1,-1
1920,3,-1,-1
1920,4,-1,-1
1920,5,-1,-1
1920,6,-1,-1
1920,7,-1,-1
1921,0,0,160
1921,1,0,160
