reorder_peak,flow_count
48,1
47,2
46,3
45,8
44,7
43,5
42,6
41,5
40,9
39,5
38,6
37,12
36,11
35,14
34,17
33,16
32,9
31,12
30,19
29,16
28,20
27,29
26,18
25,15
24,13
23,24
22,21
21,22
20,19
19,25
18,23
17,33
16,34
15,44
14,50
13,69
12,81
11,80
10,86
9,88
8,68
7,58
6,34
5,34
4,23
3,25
2,23
1,20
0,0
