flow_id_col1,flow_id_col2,flow_id_col4,flow_id_col5,per_flow_max
h14,h47,1273,1273,18
h16,h57,374,374,18
h16,h6,636,636,18
h17,h127,791,791,18
h2,h139,1225,1225,18
h2,h30,1105,1105,18
h20,h110,1063,1063,18
h21,h2,1466,1466,18
h21,h82,391,391,18
h22,h42,1213,1213,18
h24,h86,990,990,18
h26,h48,1079,1079,18
h3,h121,602,602,18
h4,h9,509,509,18
h5,h76,412,412,18
h8,h86,880,880,18
h9,h58,664,664,18
h9,h89,488,488,18
h1,h140,48,48,17
h11,h56,843,843,17
h11,h70,1427,1427,17
h16,h127,1010,1010,17
h19,h35,486,486,17
h2,h22,1361,1361,17
h2,h41,520,520,17
h24,h37,60,60,17
h25,h24,814,814,17
h27,h28,758,758,17
h30,h128,922,922,17
h4,h95,141,141,17
h8,h113,815,815,17
h8,h114,534,534,17
h1,h126,1171,1171,16
h1,h24,765,765,16
h10,h127,965,965,16
h10,h47,235,235,16
h13,h49,967,967,16
h15,h103,39,39,16
h16,h48,1036,1036,16
h16,h8,609,609,16
h17,h72,1088,1088,16
h18,h11,837,837,16
h18,h131,1179,1179,16
h19,h114,978,978,16
h2,h56,862,862,16
h21,h121,1370,1370,16
h25,h95,1077,1077,16
h27,h66,1084,1084,16
h27,h66,1347,1347,16
h27,h80,1512,1512,16
h3,h31,1375,1375,16
h31,h18,888,888,16
h32,h39,1459,1459,16
h5,h22,1435,1435,16
h6,h133,989,989,16
h7,h137,1430,1430,16
h8,h106,1254,1254,16
h8,h141,1106,1106,16
h9,h140,1109,1109,16
h9,h25,390,390,16
h1,h61,447,447,15
h10,h88,1169,1169,15
h11,h133,1452,1452,15
h11,h30,360,360,15
h11,h82,355,355,15
h16,h51,1334,1334,15
h17,h16,162,162,15
h18,h54,1156,1156,15
h18,h88,929,929,15
h19,h79,1443,1443,15
h21,h100,811,811,15
h22,h131,299,299,15
h22,h24,729,729,15
h23,h68,375,375,15
h23,h88,1155,1155,15
h23,h97,1515,1515,15
h23,h98,663,663,15
h26,h16,1163,1163,15
h26,h87,1441,1441,15
h28,h67,1436,1436,15
h30,h103,179,179,15
h32,h129,1256,1256,15
h4,h92,1002,1002,15
h5,h140,106,106,15
h6,h102,1379,1379,15
h6,h15,1051,1051,15
h9,h102,1325,1325,15
h9,h51,607,607,15
h1,h70,830,830,14
h12,h102,1128,1128,14
h12,h126,981,981,14
h14,h109,538,538,14
h14,h56,1445,1445,14
h15,h140,724,724,14
h15,h34,137,137,14
h16,h114,1221,1221,14
h17,h105,627,627,14
h18,h98,74,74,14
h2,h121,730,730,14
h2,h22,878,878,14
h2,h89,1198,1198,14
h20,h123,678,678,14
h20,h63,394,394,14
h20,h80,836,836,14
h21,h103,804,804,14
h25,h107,409,409,14
h25,h12,1202,1202,14
h26,h57,615,615,14
h27,h129,1238,1238,14
h28,h17,1326,1326,14
h28,h32,434,434,14
h29,h20,461,461,14
h29,h4,415,415,14
h29,h82,510,510,14
h30,h88,16,16,14
h31,h24,1477,1477,14
h31,h3,1182,1182,14
h32,h52,1004,1004,14
h4,h142,442,442,14
h5,h108,289,289,14
h5,h29,1491,1491,14
h5,h63,432,432,14
h6,h53,725,725,14
h7,h18,1033,1033,14
h8,h43,603,603,14
h8,h93,138,138,14
h9,h54,156,156,14
h1,h91,177,177,13
h1,h95,1064,1064,13
h10,h19,1315,1315,13
h11,h144,1411,1411,13
h11,h24,651,651,13
h11,h68,633,633,13
h12,h110,1134,1134,13
h12,h132,562,562,13
h12,h26,280,280,13
h13,h58,1521,1521,13
h14,h112,945,945,13
h15,h68,45,45,13
h17,h134,924,924,13
h2,h46,124,124,13
h20,h80,852,852,13
h21,h143,1239,1239,13
h21,h98,57,57,13
h24,h14,286,286,13
h26,h30,762,762,13
h26,h76,1401,1401,13
h27,h132,47,47,13
h27,h4,381,381,13
h28,h79,38,38,13
h29,h47,1012,1012,13
h29,h94,983,983,13
h3,h66,82,82,13
h30,h129,864,864,13
h31,h138,626,626,13
h31,h72,454,454,13
h32,h133,751,751,13
h32,h69,1412,1412,13
h4,h117,378,378,13
h4,h78,120,120,13
h5,h20,800,800,13
h5,h37,887,887,13
h6,h144,612,612,13
h6,h55,414,414,13
h7,h92,239,239,13
h8,h21,257,257,13
h8,h25,136,136,13
h8,h70,1341,1341,13
h1,h102,695,695,12
h1,h38,392,392,12
h10,h24,1166,1166,12
h10,h70,125,125,12
h11,h115,1011,1011,12
h13,h70,1022,1022,12
h13,h97,341,341,12
h14,h4,370,370,12
h14,h46,736,736,12
h14,h55,1300,1300,12
h15,h62,1309,1309,12
h15,h8,1304,1304,12
h16,h68,571,571,12
h17,h6,740,740,12
h18,h105,673,673,12
h18,h111,948,948,12
h18,h33,144,144,12
h19,h112,1378,1378,12
h19,h13,1231,1231,12
h19,h23,719,719,12
h2,h131,80,80,12
h2,h23,1149,1149,12
h21,h3,643,643,12
h22,h135,763,763,12
h22,h142,620,620,12
h23,h22,1330,1330,12
h25,h31,387,387,12
h25,h46,1290,1290,12
h26,h76,225,225,12
h28,h131,1215,1215,12
h28,h137,702,702,12
h29,h132,157,157,12
h31,h60,701,701,12
h32,h11,1206,1206,12
h32,h118,213,213,12
h4,h123,816,816,12
h5,h5,871,871,12
h6,h138,727,727,12
h6,h143,557,557,12
h6,h65,1194,1194,12
h6,h76,865,865,12
h7,h87,340,340,12
h8,h114,988,988,12
h8,h125,859,859,12
h8,h30,540,540,12
h8,h35,1207,1207,12
h9,h6,143,143,12
h1,h17,1017,1017,11
h1,h23,325,325,11
h10,h40,1496,1496,11
h12,h56,589,589,11
h13,h32,404,404,11
h13,h69,860,860,11
h13,h85,1308,1308,11
h14,h13,1187,1187,11
h14,h71,33,33,11
h15,h10,453,453,11
h15,h125,616,616,11
h16,h124,231,231,11
h17,h113,1236,1236,11
h17,h79,122,122,11
h17,h85,640,640,11
h18,h13,440,440,11
h18,h134,739,739,11
h20,h52,881,881,11
h21,h10,606,606,11
h21,h122,25,25,11
h21,h35,1232,1232,11
h22,h25,1349,1349,11
h22,h40,470,470,11
h22,h86,561,561,11
h23,h6,42,42,11
h23,h64,1382,1382,11
h24,h142,1298,1298,11
h25,h113,951,951,11
h25,h39,991,991,11
h25,h82,1520,1520,11
h25,h92,817,817,11
h28,h105,1091,1091,11
h29,h124,1223,1223,11
h29,h133,1001,1001,11
h3,h25,1135,1135,11
h31,h132,1306,1306,11
h32,h50,1243,1243,11
h4,h17,1339,1339,11
h4,h69,720,720,11
h4,h72,1505,1505,11
h6,h10,1053,1053,11
h7,h15,457,457,11
h7,h78,260,260,11
h7,h95,1099,1099,11
h8,h102,764,764,11
h8,h93,1132,1132,11
h10,h12,808,808,10
h11,h26,1112,1112,10
h12,h77,600,600,10
h12,h83,102,102,10
h13,h101,1146,1146,10
h13,h57,24,24,10
h14,h106,927,927,10
h14,h84,777,777,10
h15,h46,322,322,10
h15,h88,1119,1119,10
h16,h141,463,463,10
h16,h4,511,511,10
h18,h134,832,832,10
h18,h95,467,467,10
h19,h21,904,904,10
h19,h26,1196,1196,10
h19,h50,350,350,10
h19,h90,1255,1255,10
h2,h21,770,770,10
h2,h33,1482,1482,10
h20,h39,1199,1199,10
h21,h33,385,385,10
h21,h35,933,933,10
h24,h39,298,298,10
h24,h7,266,266,10
h24,h80,532,532,10
h25,h15,1301,1301,10
h25,h60,1387,1387,10
h25,h82,216,216,10
h25,h9,1270,1270,10
h25,h99,238,238,10
h26,h101,1125,1125,10
h27,h131,559,559,10
h27,h28,1067,1067,10
h29,h83,1044,1044,10
h3,h10,993,993,10
h3,h100,438,438,10
h3,h32,793,793,10
h3,h64,300,300,10
h30,h23,1174,1174,10
h31,h109,992,992,10
h31,h12,677,677,10
h31,h124,227,227,10
h31,h63,396,396,10
h31,h92,323,323,10
h32,h69,941,941,10
h4,h1,345,345,10
h4,h105,253,253,10
h5,h110,1062,1062,10
h5,h128,1233,1233,10
h5,h62,527,527,10
h6,h13,1259,1259,10
h6,h130,1380,1380,10
h6,h18,30,30,10
h6,h42,1186,1186,10
h7,h2,1439,1439,10
h7,h47,835,835,10
h7,h76,15,15,10
h8,h121,2,2,10
h8,h29,127,127,10
h9,h116,317,317,10
h9,h79,1172,1172,10
h10,h117,1031,1031,9
h10,h9,1168,1168,9
h11,h15,1058,1058,9
h11,h15,311,311,9
h11,h2,676,676,9
h11,h3,1284,1284,9
h11,h54,1293,1293,9
h11,h58,920,920,9
h11,h71,935,935,9
h12,h144,823,823,9
h15,h9,1317,1317,9
h17,h116,1457,1457,9
h17,h28,110,110,9
h19,h112,356,356,9
h19,h15,335,335,9
h19,h31,570,570,9
h19,h47,915,915,9
h2,h1,1272,1272,9
h2,h139,37,37,9
h2,h4,972,972,9
h2,h81,1043,1043,9
h20,h36,316,316,9
h20,h41,604,604,9
h20,h57,1021,1021,9
h20,h92,1009,1009,9
h21,h73,445,445,9
h22,h49,998,998,9
h23,h28,487,487,9
h24,h132,420,420,9
h24,h38,292,292,9
h25,h70,95,95,9
h27,h124,451,451,9
h27,h43,1371,1371,9
h27,h6,261,261,9
h28,h10,86,86,9
h3,h5,1303,1303,9
h3,h69,107,107,9
h30,h103,268,268,9
h30,h2,1219,1219,9
h31,h32,1195,1195,9
h32,h144,969,969,9
h32,h19,1048,1048,9
h32,h58,429,429,9
h4,h135,1092,1092,9
h4,h15,526,526,9
h4,h7,713,713,9
h5,h28,674,674,9
h6,h20,1294,1294,9
h8,h55,1414,1414,9
h8,h76,1245,1245,9
h1,h39,742,742,8
h10,h141,744,744,8
h11,h100,769,769,8
h11,h26,913,913,8
h12,h23,874,874,8
h12,h42,1360,1360,8
h13,h6,828,828,8
h14,h104,1209,1209,8
h15,h133,1397,1397,8
h15,h20,254,254,8
h15,h90,426,426,8
h17,h42,1324,1324,8
h19,h109,490,490,8
h19,h73,944,944,8
h21,h3,919,919,8
h23,h44,574,574,8
h23,h49,569,569,8
h25,h32,885,885,8
h26,h90,1114,1114,8
h27,h138,750,750,8
h27,h40,1247,1247,8
h28,h11,1150,1150,8
h28,h141,854,854,8
h28,h74,889,889,8
h29,h17,1055,1055,8
h3,h87,129,129,8
h30,h17,518,518,8
h30,h24,905,905,8
h30,h41,1292,1292,8
h31,h119,754,754,8
h31,h58,113,113,8
h31,h87,93,93,8
h32,h106,818,818,8
h32,h112,1057,1057,8
h32,h33,704,704,8
h4,h113,648,648,8
h4,h2,247,247,8
h4,h30,1448,1448,8
h5,h57,507,507,8
h5,h99,265,265,8
h6,h142,402,402,8
h6,h74,699,699,8
h7,h41,568,568,8
h7,h72,182,182,8
h7,h90,1346,1346,8
h8,h131,236,236,8
h9,h120,329,329,8
h9,h16,781,781,8
h9,h22,485,485,8
h9,h96,1029,1029,8
h1,h128,214,214,7
h10,h102,1019,1019,7
h11,h117,456,456,7
h11,h52,326,326,7
h11,h65,577,577,7
h12,h130,866,866,7
h12,h44,262,262,7
h12,h7,388,388,7
h13,h128,1018,1018,7
h13,h53,301,301,7
h13,h93,344,344,7
h18,h108,846,846,7
h18,h46,1162,1162,7
h19,h112,171,171,7
h19,h27,460,460,7
h19,h43,853,853,7
h20,h125,1253,1253,7
h20,h128,353,353,7
h22,h115,1398,1398,7
h24,h67,1396,1396,7
h25,h10,982,982,7
h25,h122,883,883,7
h26,h89,1230,1230,7
h27,h45,1479,1479,7
h27,h51,908,908,7
h28,h13,711,711,7
h28,h29,1037,1037,7
h29,h120,1386,1386,7
h29,h89,384,384,7
h3,h100,683,683,7
h3,h139,1065,1065,7
h3,h34,98,98,7
h30,h105,495,495,7
h30,h122,733,733,7
h30,h60,1032,1032,7
h31,h117,338,338,7
h31,h68,1490,1490,7
h32,h133,430,430,7
h32,h141,342,342,7
h4,h21,964,964,7
h4,h60,1374,1374,7
h6,h111,1257,1257,7
h6,h43,1484,1484,7
h7,h105,475,475,7
h7,h108,424,424,7
h7,h14,1472,1472,7
h8,h134,1160,1160,7
h8,h51,498,498,7
h9,h4,1025,1025,7
h10,h32,1070,1070,6
h10,h40,1081,1081,6
h10,h43,619,619,6
h10,h57,910,910,6
h11,h62,1322,1322,6
h12,h111,1113,1113,6
h12,h78,848,848,6
h13,h131,588,588,6
h16,h103,688,688,6
h16,h95,269,269,6
h17,h57,272,272,6
h17,h8,1320,1320,6
h2,h71,884,884,6
h2,h76,624,624,6
h20,h45,1027,1027,6
h21,h144,925,925,6
h22,h106,28,28,6
h25,h108,551,551,6
h29,h120,1511,1511,6
h3,h121,521,521,6
h3,h126,1056,1056,6
h3,h88,755,755,6
h30,h130,435,435,6
h30,h6,894,894,6
h31,h130,302,302,6
h32,h29,517,517,6
h32,h98,411,411,6
h4,h40,756,756,6
h4,h78,494,494,6
h5,h35,536,536,6
h5,h4,537,537,6
h7,h104,999,999,6
h7,h41,708,708,6
h7,h65,431,431,6
h9,h15,7,7,6
h9,h3,149,149,6
h1,h134,918,918,5
h1,h44,771,771,5
h10,h66,343,343,5
h10,h83,1023,1023,5
h11,h1,1450,1450,5
h11,h119,256,256,5
h11,h4,1480,1480,5
h11,h46,598,598,5
h12,h29,1338,1338,5
h12,h79,980,980,5
h13,h5,1201,1201,5
h15,h88,855,855,5
h16,h37,1351,1351,5
h19,h125,1123,1123,5
h22,h13,649,649,5
h27,h108,1405,1405,5
h27,h70,291,291,5
h30,h40,1193,1193,5
h4,h22,642,642,5
h5,h49,1388,1388,5
h6,h12,1332,1332,5
h7,h6,1492,1492,5
h8,h43,444,444,5
h8,h95,1173,1173,5
h11,h7,1144,1144,4
h11,h84,346,346,4
h12,h80,321,321,4
h18,h115,644,644,4
h21,h17,1246,1246,4
h24,h31,1130,1130,4
h26,h48,760,760,4
h4,h45,820,820,4
h5,h3,1131,1131,4
h7,h121,799,799,4
h7,h85,263,263,4
h8,h60,1143,1143,4
h10,h124,879,879,3
h10,h36,987,987,3
h11,h131,1248,1248,3
h12,h118,614,614,3
h14,h134,1276,1276,3
h15,h48,160,160,3
h16,h92,1442,1442,3
h18,h65,974,974,3
h22,h137,594,594,3
h22,h87,1013,1013,3
h23,h141,921,921,3
h3,h120,501,501,3
h31,h85,1314,1314,3
h32,h63,380,380,3
h6,h74,578,578,3
h7,h144,661,661,3
h8,h107,320,320,3
h8,h61,1142,1142,3
h12,h111,1434,1434,2
h13,h57,1205,1205,2
h13,h67,748,748,2
h17,h15,1240,1240,2
h31,h110,1514,1514,2
h4,h5,94,94,2
h5,h32,1455,1455,2
h10,h94,492,492,1
h14,h127,698,698,1
h21,h115,875,875,1
h23,h3,786,786,1
h3,h125,503,503,1
h3,h18,813,813,1
h3,h9,1381,1381,1
h31,h143,682,682,1
h8,h95,516,516,1
