reorder_peak,flow_count
48,1
47,1
46,0
45,0
44,1
43,0
42,0
41,1
40,0
39,0
38,0
37,0
36,0
35,1
34,1
33,0
32,2
31,0
30,1
29,1
28,2
27,2
26,0
25,4
24,1
23,2
22,2
21,4
20,4
19,4
18,3
17,7
16,4
15,14
14,17
13,11
12,10
11,16
10,14
9,17
8,14
7,18
6,14
5,14
4,9
3,9
2,0
1,4
0,0
