reorder_peak,flow_count
48,1
47,3
46,1
45,1
44,0
43,2
42,1
41,3
40,4
39,3
38,5
37,4
36,2
35,4
34,1
33,3
32,1
31,7
30,3
29,8
28,7
27,7
26,8
25,6
24,9
23,14
22,3
21,13
20,10
19,20
18,12
17,29
16,20
15,34
14,39
13,38
12,44
11,51
10,46
9,57
8,31
7,54
6,35
5,34
4,31
3,11
2,9
1,15
0,0
