reorder_peak,flow_count
48,1
47,2
46,5
45,0
44,1
43,3
42,5
41,0
40,2
39,1
38,1
37,5
36,2
35,11
34,6
33,6
32,6
31,14
30,6
29,8
28,15
27,8
26,10
25,13
24,14
23,11
22,17
21,17
20,15
19,25
18,19
17,27
16,16
15,30
14,39
13,42
12,49
11,70
10,70
9,82
8,107
7,85
6,52
5,38
4,27
3,30
2,16
1,18
0,0
