reorder_peak,flow_count
49,1
48,1
47,0
46,0
45,0
44,0
43,0
42,1
41,0
40,0
39,0
38,0
37,1
36,0
35,0
34,0
33,0
32,0
31,1
30,0
29,1
28,1
27,0
26,2
25,3
24,1
23,1
22,5
21,4
20,4
19,0
18,8
17,9
16,4
15,7
14,8
13,11
12,12
11,11
10,12
9,16
8,15
7,17
6,25
5,17
4,11
3,5
2,5
1,2
0,0
