reorder_peak,flow_count
45,1
44,0
43,1
42,0
41,1
40,1
39,1
38,1
37,2
36,1
35,0
34,2
33,2
32,3
31,3
30,4
29,6
28,8
27,5
26,7
25,10
24,6
23,12
22,3
21,11
20,13
19,11
18,12
17,17
16,16
15,20
14,16
13,25
12,33
11,30
10,48
9,41
8,57
7,41
6,43
5,37
4,25
3,18
2,12
1,7
0,0
