reorder_peak,flow_count
37,1
36,0
35,0
34,1
33,1
32,1
31,1
30,0
29,2
28,0
27,1
26,1
25,1
24,1
23,0
22,1
21,3
20,4
19,2
18,4
17,4
16,5
15,6
14,7
13,4
12,8
11,6
10,5
9,7
8,16
7,15
6,21
5,25
4,17
3,8
2,10
1,4
0,0
